,loss,accuracy,val_loss,val_accuracy
0,2.3494811058044434,0.5697725415229797,2.5744454860687256,0.6153846383094788
1,0.9299367666244507,0.7082239985466003,2.0126230716705322,0.690559446811676
2,0.6701868176460266,0.7858704924583435,1.2225866317749023,0.8382866978645325
3,0.5408122539520264,0.8258967399597168,0.6058010458946228,0.868881106376648
4,0.46696776151657104,0.8427383899688721,0.3525696396827698,0.9222028255462646
5,0.38644787669181824,0.8744531869888306,0.2815670371055603,0.9335664510726929
6,0.3591557741165161,0.885170578956604,0.225211963057518,0.936188817024231
7,0.3193637728691101,0.8974190950393677,0.180663600564003,0.9466783404350281
8,0.2990846037864685,0.9046369194984436,0.17505407333374023,0.9440559148788452
9,0.2500956356525421,0.9146981835365295,0.12669667601585388,0.9659090638160706
10,0.2607851028442383,0.9122922420501709,0.12843742966651917,0.9606643319129944
11,0.22111517190933228,0.9265092015266418,0.12746202945709229,0.9624125957489014
12,0.229701966047287,0.9168853759765625,0.1340799480676651,0.9667832255363464
13,0.21043047308921814,0.9295713305473328,0.13169880211353302,0.9632866978645325
14,0.1961349993944168,0.9339457750320435,0.1021697074174881,0.9711538553237915
15,0.1936197727918625,0.9330708384513855,0.11042904853820801,0.9685314893722534
16,0.18906335532665253,0.9409449100494385,0.09155778586864471,0.9711538553237915
17,0.17321988940238953,0.9424759149551392,0.10516366362571716,0.9694055914878845
18,0.16157731413841248,0.9424759149551392,0.09590375423431396,0.9729021191596985
19,0.14759685099124908,0.9477252960205078,0.09284985065460205,0.9667832255363464
20,0.1432056725025177,0.948600172996521,0.1016886979341507,0.9685314893722534
21,0.14899618923664093,0.9490376114845276,0.09469948709011078,0.9746503233909607
22,0.1582339107990265,0.9453193545341492,0.08163951337337494,0.9763985872268677
23,0.13178762793540955,0.9514435529708862,0.0910712257027626,0.9711538553237915
24,0.1379774957895279,0.9523184895515442,0.08658942580223083,0.9737762212753296
25,0.14202243089675903,0.9507874250411987,0.09012781083583832,0.9737762212753296
26,0.13046379387378693,0.9534120559692383,0.0957086831331253,0.9755244851112366
27,0.1288260668516159,0.9507874250411987,0.08347444981336594,0.9729021191596985
28,0.12544016540050507,0.959755003452301,0.08381026983261108,0.9737762212753296
29,0.12784363329410553,0.9566929340362549,0.08304639905691147,0.9772727489471436
30,0.11572069674730301,0.9588801264762878,0.07236593961715698,0.9755244851112366
31,0.12164554744958878,0.9601925015449524,0.07810292392969131,0.9755244851112366
32,0.11983846127986908,0.9575678110122681,0.08295319974422455,0.9737762212753296
33,0.10625971108675003,0.9608486294746399,0.09287101030349731,0.9720279574394226
34,0.12006580084562302,0.9566929340362549,0.07506006211042404,0.9755244851112366
35,0.10841179639101028,0.9621610045433044,0.0823659598827362,0.9737762212753296
36,0.10671429336071014,0.9630358815193176,0.08769185096025467,0.9763985872268677
37,0.10799609869718552,0.960629940032959,0.07745443284511566,0.9781468510627747
38,0.10813932865858078,0.9610673785209656,0.09921198338270187,0.9772727489471436
39,0.10461825132369995,0.9643481969833374,0.09940819442272186,0.9781468510627747
40,0.11250335723161697,0.9601925015449524,0.0788893848657608,0.9781468510627747
